308.42307692307685, 610.1625152625152
309, 594.6999999999999
308.3, 657.1771428571428
312.73809523809524, 699.6713340891913
312.5, 715.2272727272727
309.5, 578.3333333333334
313, 682.6331746031747
311.27777777777777, 558.5033950617284
309.8333333333333, 628.361111111111
309.5, 639
315.1923076923077, 725
310.5, 666
311.5, 571.5
316.83333333333337, 736.9583333333334
314, 543.475
317, 523.25
319.5, 608.7727272727273
320.7142857142857, 748.5357142857143
318.5, 697.1666666666666
322.5, 505.7
325.8333333333333, 760.2333333333333
329.3, 485.91999999999996
330.5, 608.5
330.7307692307692, 772.0384615384615
334.5769230769231, 783.4230769230769
336, 471.47857142857146
339.57142857142856, 793.8928571428571
341.5, 609.1818181818181
342.5, 458.83333333333337
347.2857142857143, 806.0357142857143
349.5, 448.38888888888886
352.5, 610.8181818181818
353.5769230769231, 818.2307692307693
357, 437.625
360.5, 828.8571428571429
363.5, 611.8
364.5, 426.7142857142857
368.02941176470586, 838.4705882352941
373.5, 415.22727272727275
374.5, 611.1060606060607
378.1923076923077, 843.9230769230769
383.1923076923077, 406.2641025641026
385.5, 611.8636363636364
386.6875, 852.375
394.5, 387.5734126984127
396.5, 613.9090909090909
396.5, 857.5714285714286
403.5, 374.82407407407413
407.5, 614.1818181818181
407.3666666666667, 865.9666666666667
413, 364.05
415.27777777777777, 873.0189814814814
418.5, 613.5454545454545
423.5, 353.1363636363636
424.5625, 877.6090277777778
428.35714285714283, 767.6071428571429
429.5, 615.2318181818183
430.92857142857144, 884.7785714285714
434.5, 343.0974025974026
438.26190476190476, 764.8142857142857
440.5, 616.0984848484849
441.5, 888
442.5769230769231, 419.17521367521374
445.5, 332.90909090909093
446.27777777777777, 775.5
444.3333333333333, 432.0960317460317
447.5, 748.6772486772486
447.07142857142856, 445.8968253968254
451.5, 615.3590909090909
451.07142857142856, 458.07142857142856
452.5, 894.1818181818181
453.5, 417.95454545454544
453.92857142857144, 471.16666666666663
456.5, 323.3181818181818
456.5, 781
457.25, 739.0854828042328
458, 483.375
462.5, 614.4409090909091
461.5, 496.3412698412699
463.5, 899.5454545454545
464.5, 420.80725108225107
465, 511.1666666666667
467.5, 313.8636363636364
467.5, 789.3181818181819
467.85714285714283, 729.1464285714285
469, 524.9809523809524
473.5, 613.4034632034633
473.5, 537.4283333333334
474.5, 904.8181818181819
475.5, 424.43484848484843
478.5, 305.27272727272725
478.5833333333333, 798.4666666666667
480.03333333333336, 547.5855820105821
479.5, 716.9648148148149
484.5, 612.621212121212
485, 548.375
486.55882352941177, 806.6764705882352
485.5, 910.6363636363636
486.5, 427.5
489.5, 298.54545454545456
489, 535.8352380952381
490.73809523809524, 710.668783068783
492.5, 729.8
492, 742
492.5, 753.0142857142857
495, 523.4473639455781
495.5, 612.4575757575756
494.22727272727275, 767.5606060606061
496.0416666666667, 806.6822916666666
496.5, 917.1818181818181
497.5, 430.6757575757576
497.4166666666667, 697.4710648148148
496.8, 785.1911111111111
500.5, 292.59090909090907
502, 510.32222222222225
502.5, 809.8541666666666
508.25, 493.775
506.5, 613.119696969697
507.5, 922.0454545454545
508.5, 434.4753246753247
509.02941176470586, 702.4411764705883
508.625, 500.49727182539687
510.27777777777777, 801.936507936508
511.5, 288.3636363636364
516.1666666666666, 488.71604938271605
517.5, 613.8227272727273
518.5, 926.2272727272727
519.5, 438.1181818181818
519.5, 707.3636363636364
520.5, 794.9220779220778
522.5, 283
523, 477.875
528.5, 613.6939393939393
529.5, 930.2727272727273
530.5, 441.6818181818182
530.5, 714.3181818181819
531.5, 787.5454545454545
531.5, 466.6020723104057
533.5, 277
539.5, 613.6411255411255
540.4999999999999, 934.2692307692307
542.357142857143, 448.04464285714283
540, 457.475
541.5, 721.5
542.5, 779.1038961038961
544.5, 271.8636363636364
550.5, 613.8640692640694
551.5, 935.5454545454545
549.1666666666666, 446.6666666666667
552.5, 729.0454545454545
553.5, 771.3636363636364
555.5, 267.72727272727275
561.5, 613.1922077922077
562.5, 937.6818181818181
563.5, 736.5909090909091
564.5, 763
566.5, 265.40909090909093
572.5, 612.5859307359308
573.6764705882351, 754.5004201680673
573.5, 940
573.7222222222222, 743.5555555555555
577.5, 263.8636363636364
583.5, 611.7995670995671
584.5, 942.5909090909091
582, 748.875
588.5, 262.72727272727275
594.5, 611.530735930736
595.5, 944.1363636363636
599.5, 262.45454545454544
605.5, 611.6266233766235
606.5, 945.3181818181819
610.5, 262.45454545454544
616.5, 610.8419913419915
617.5, 945.5454545454545
621.5, 262.5
627.5624999999999, 586.9683779761905
626.6428571428571, 600.4722222222223
627.2333333333333, 612.5222222222222
628.5, 945
629.8157894736842, 567.6784670008354
630.5, 548.9933333333335
630.9375, 628.1456845238095
631.5555555555557, 531.3449074074074
631.9166666666666, 643.8666666666667
631.5, 655.2727272727273
631, 665.74
631.7142857142857, 678.2826530612246
632.3333333333334, 264.7083333333333
631.6764705882352, 341.6764705882353
631.875, 469.0458333333333
631.6111111111111, 484.22222222222223
631.6818181818181, 495.6843434343434
632.6538461538462, 515.5461538461539
633.0384615384615, 690.0692307692309
632.5909090909091, 702.5681818181819
632.5666666666667, 359.35
632.0555555555555, 453.5015432098765
633.2692307692307, 717.3429487179487
634.3823529411764, 324.11764705882354
632.5, 373.42857142857144
632.8333333333334, 504.8333333333333
634.5, 732.2270833333333
633.5, 436.88888888888886
635.5, 745.0770202020201
635.7727272727273, 276.1818181818182
634.5, 289.64285714285717
634.5, 300.64285714285717
634.3333333333334, 309.0238095238095
634.5, 388.57142857142856
634.3333333333334, 413.3518518518518
